global_rank,global_candidate_count,canonical_key,global_priority_score,maximum_domain_score,domain_breadth_bonus,domain_count,assigned_domains,strongest_domain,domain_rankings,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,discovery_queries,admission_state
795,1303,doi:10.1007/s10103-026-04933-1,6.0,6.0,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":39,""domain_score"":6.0}]",Adjuvant visible incoherent polarised phototherapy in chronic skin defects: a single-arm prospective observational cohort study.,2026,"[""Trnka M"",""Zifčáková K"",""Dulanská S"",""Pánik J.""]",10.1007/s10103-026-04933-1,42340478,,,,0,True,https://europepmc.org/article/MED/42340478,"[""QF-014""]","[""skin optical physics clinical image classification""]",UNSCREENED_NOT_ADMITTED
796,1303,doi:10.1007/s10278-025-01693-2,6.0,6.0,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":82,""domain_score"":6.0}]",FairDITA: Disentangled Image-Text Alignment for Fair Skin Cancer Diagnosis.,2026,"[""Park J"",""Lee S"",""Lee Y.""]",10.1007/s10278-025-01693-2,41003966,,,,0,True,https://europepmc.org/article/MED/41003966,"[""QF-011""]","[""skin disease classification fairness skin tone""]",UNSCREENED_NOT_ADMITTED
797,1303,doi:10.1007/s10278-026-02057-0,6.0,6.0,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":56,""domain_score"":6.0}]",Deep Learning vs. Traditional Machine Learning in the Diagnosis of Cutaneous Drug Eruptions: A Comparative Study with Explainable AI on Whole-Slide Images.,2026,"[""Türkmen Dedeoğlu A"",""Yanık H"",""Uysal E"",""Fikir G"",""Değirmenci E"",""Türsen Ü"",""Yuyucu Karabulut Y.""]",10.1007/s10278-026-02057-0,42315700,,,,0,True,https://europepmc.org/article/MED/42315700,"[""QF-013""]","[""dermatology AI pathology confirmed external validation""]",UNSCREENED_NOT_ADMITTED
798,1303,doi:10.1007/s10877-026-01412-4,6.0,6.0,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":87,""domain_score"":6.0}]",Peripheral perfusion noninvasive monitoring technologies - a literature and patent review.,2026,"[""Orellana Plaza I"",""Dankelman J"",""Bakker J.""]",10.1007/s10877-026-01412-4,41627642,,,,0,True,https://europepmc.org/article/MED/41627642,"[""QF-002""]","[""inverse model skin reflectance chromophore concentration""]",UNSCREENED_NOT_ADMITTED
799,1303,doi:10.1007/s10916-026-02412-2,6.0,6.0,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":77,""domain_score"":6.0}]",Motion-Based Confidence Score to Support the Practical Application of rPPG Methods in Health Monitoring.,2026,"[""Arevalillo-Herráez M"",""Wu Y"",""Tilbury B"",""Ramzan N.""]",10.1007/s10916-026-02412-2,42149332,,,,0,True,https://europepmc.org/article/MED/42149332,"[""QF-004""]","[""intrinsic dimension human skin spectral reflectance""]",UNSCREENED_NOT_ADMITTED
800,1303,doi:10.1007/s13555-026-01651-y,6.0,6.0,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":40,""domain_score"":6.0}]","The Diagnosis and Treatment Technology of Port-Wine Stain, and the Prospect of Future Treatment.",2026,"[""Li M"",""Song Y"",""Zhou J.""]",10.1007/s13555-026-01651-y,41557111,,,,0,True,https://europepmc.org/article/MED/41557111,"[""QF-014""]","[""measurement physics lesion contrast dermatology AI""]",UNSCREENED_NOT_ADMITTED
801,1303,doi:10.1007/s13555-026-01805-y,6.0,6.0,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":78,""domain_score"":6.0}]","Biological Photoprotection: A Review of its Mechanisms, Evidence, and Clinical Implications.",2026,"[""Brown A"",""Passeron T"",""Gilaberte Y"",""Piquero-Casals J"",""Schalka S"",""Simonetto C"",""Foyaca M"",""Lim HW"",""Krutmann J.""]",10.1007/s13555-026-01805-y,42189399,,,,0,True,https://europepmc.org/article/MED/42189399,"[""QF-004""]","[""intrinsic dimension human skin spectral reflectance""]",UNSCREENED_NOT_ADMITTED
802,1303,doi:10.1016/j.isci.2026.116243,6.0,6.0,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":79,""domain_score"":6.0}]",HS-QFNet: Deep learning-enhanced hyperspectral fluorescence correction for accurate &lt;i&gt;in vivo&lt;/i&gt; photosensitizer concentration quantification.,2026,"[""Hao S"",""Zhang X"",""Xu Y"",""Han S"",""Zhang X"",""Qiu H"",""Gu Y"",""Chen D.""]",10.1016/j.isci.2026.116243,42325557,,,,0,True,https://europepmc.org/article/MED/42325557,"[""QF-001""]","[""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
803,1303,doi:10.1016/j.jdin.2026.04.005,6.0,6.0,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":57,""domain_score"":6.0}]",Development and validation of the Oxford Attitudes to Artificial Intelligence in Medicine Scale.,2026,"[""Kantor J"",""Morrison M"",""Ko J"",""Semenov YR"",""Fortgang RG.""]",10.1016/j.jdin.2026.04.005,42179892,,,,0,True,https://europepmc.org/article/MED/42179892,"[""QF-013""]","[""dermatology AI pathology confirmed external validation""]",UNSCREENED_NOT_ADMITTED
804,1303,doi:10.1016/j.ohx.2026.e00787,6.0,6.0,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":80,""domain_score"":6.0}]",A low-cost three-wavelength illumination system for camera-based photoplethysmography imaging.,2026,"[""Labuda M"",""Kuchta I"",""Wohlmuthova V"",""Seleng J.""]",10.1016/j.ohx.2026.e00787,42181762,,,,0,True,https://europepmc.org/article/MED/42181762,"[""QF-001""]","[""skin diffuse reflectance forward model melanin hemoglobin scattering""]",UNSCREENED_NOT_ADMITTED
805,1303,doi:10.1016/j.pacs.2025.100788,6.0,6.0,0.0,1,"[""multispectral_band_selection_and_measurement_design""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":75,""domain_score"":6.0}]",Photoacoustic imaging: An emerging tool for intraoperative margin assessment in breast-conserving surgery.,2026,"[""Luo Z"",""Zheng Y"",""Sun R"",""Gong W"",""Wang J"",""Chen G"",""Zhang Y"",""Zhao R"",""Jiang D"",""Gao F"",""Li X.""]",10.1016/j.pacs.2025.100788,41488342,,,,0,True,https://europepmc.org/article/MED/41488342,"[""QF-007""]","[""multispectral band selection melanin hemoglobin skin""]",UNSCREENED_NOT_ADMITTED
806,1303,doi:10.1016/j.pacs.2025.100792,6.0,6.0,0.0,1,"[""multispectral_band_selection_and_measurement_design""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":76,""domain_score"":6.0}]",Application of a virtual imaging framework for investigating a deep learning-based reconstruction method for 3D quantitative photoacoustic computed tomography.,2026,"[""Cam RM"",""Park S"",""Villa U"",""Anastasio MA.""]",10.1016/j.pacs.2025.100792,41626289,,,,0,True,https://europepmc.org/article/MED/41626289,"[""QF-007""]","[""measurement design skin chromophore spectral imaging""]",UNSCREENED_NOT_ADMITTED
807,1303,doi:10.1016/j.pacs.2026.100846,6.0,6.0,0.0,1,"[""multispectral_band_selection_and_measurement_design""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":77,""domain_score"":6.0}]",PIT-Net: Physics-informed transformer with differentiable diffusion constraints for quantitative photoacoustic tomography of deep tissues.,2026,"[""Fan Y"",""Liu Y"",""Aji A"",""Feng T"",""Ta D.""]",10.1016/j.pacs.2026.100846,42326603,,,,0,True,https://europepmc.org/article/MED/42326603,"[""QF-007""]","[""measurement design skin chromophore spectral imaging""]",UNSCREENED_NOT_ADMITTED
808,1303,doi:10.1016/j.xjidi.2026.100463,6.0,6.0,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":83,""domain_score"":6.0}]","ChatGPT, Gemini, and Claude in clinical and dermoscopic image analysis of basal cell carcinoma and its common mimickers: A comparative performance analysis.",2026,"[""Boostani M"",""Zouboulis CC"",""Pellacani G"",""Navarrete-Dechent C"",""Boussingault L"",""Kiss T"",""Goldfarb N"",""Cantisani C"",""Nádudvari N"",""Bánvölgyi A"",""Wikonkál NM"",""Suppa M"",""Paragh G"",""Kiss N.""]",10.1016/j.xjidi.2026.100463,41952838,,,,0,True,https://europepmc.org/article/MED/41952838,"[""QF-011""]","[""dermatology AI subgroup performance Fitzpatrick skin type""]",UNSCREENED_NOT_ADMITTED
809,1303,doi:10.1021/acsmacrolett.5c00570,6.0,6.0,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":79,""domain_score"":6.0}]",Recent Progress on Bio-Inspired Highly Scattering Polymeric Materials.,2026,"[""Wang Y"",""Sun X"",""Tang B"",""Yang H.""]",10.1021/acsmacrolett.5c00570,41400967,,,,0,True,https://europepmc.org/article/MED/41400967,"[""QF-004""]","[""intrinsic dimension human skin spectral reflectance""]",UNSCREENED_NOT_ADMITTED
810,1303,doi:10.1021/acsomega.5c09392,6.0,6.0,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":60,""domain_score"":6.0}]",Research Progress in Artificial Intelligence-Assisted Preparation of High-Quality Biomaterials.,2026,"[""Wei"",""Wang Z"",""Lin H"",""Yin XP"",""Wang Y.""]",10.1021/acsomega.5c09392,41768702,,,,0,True,https://europepmc.org/article/MED/41768702,"[""QF-008""]","[""information theoretic limits skin spectral imaging""]",UNSCREENED_NOT_ADMITTED
811,1303,doi:10.1021/acsomega.5c11499,6.0,6.0,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":80,""domain_score"":6.0}]",ATR-FTIR Spectroscopy for Detection of Anti-interferon-Gamma Autoantibodies.,2026,"[""Hongsa C"",""Wongwattanakul M"",""Chatchawal P"",""Srisai P"",""Chetchotisakd P"",""Anunnatsiri S"",""Manbenmad V"",""Lertmemongkolchai G"",""Phanabamrung S"",""Nithichanon A.""]",10.1021/acsomega.5c11499,41552493,,,,0,True,https://europepmc.org/article/MED/41552493,"[""QF-004""]","[""human skin reflectance spectra principal component analysis""]",UNSCREENED_NOT_ADMITTED
812,1303,doi:10.1021/acsomega.6c02594,6.0,6.0,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":61,""domain_score"":6.0}]",Multiscale Characterization and Bioactivity of Freshwater Unionid Mussel Shells as Sustainable Natural Biomaterials.,2026,"[""Öksüz KE"",""Şereflişan H"",""Uğurlu E.""]",10.1021/acsomega.6c02594,42326701,,,,0,True,https://europepmc.org/article/MED/42326701,"[""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
813,1303,doi:10.1038/s41378-026-01362-6,6.0,6.0,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":81,""domain_score"":6.0}]",Sweat and air permeable electronics enabled by engineered hierarchical fabric system for exercise management.,2026,"[""Ou Q"",""Chu H"",""Liu Y"",""Cai L"",""Huang Z"",""Li D"",""Lin J"",""Hu Y"",""Li J"",""Li P"",""Yang J"",""Yu X"",""Li Y.""]",10.1038/s41378-026-01362-6,42324249,,,,0,True,https://europepmc.org/article/MED/42324249,"[""QF-004""]","[""human skin reflectance spectra principal component analysis""]",UNSCREENED_NOT_ADMITTED
814,1303,doi:10.1038/s41467-026-70514-z,6.0,6.0,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":62,""domain_score"":6.0}]",Label-free mass and size characterization of few-kDa biomolecules by hierarchical vision transformer augmented nanofluidic scattering microscopy.,2026,"[""K Moberg H"",""Yeroshenko B"",""Fritzsche J"",""Albinsson D"",""Spackova B"",""Midtvedt D"",""Volpe G"",""Langhammer C.""]",10.1038/s41467-026-70514-z,41820349,,,,0,True,https://europepmc.org/article/MED/41820349,"[""QF-008""]","[""Cramer Rao bound skin optical parameter estimation""]",UNSCREENED_NOT_ADMITTED
815,1303,doi:10.1038/s41467-026-72181-6,6.0,6.0,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":63,""domain_score"":6.0}]",Photoactivatable CRISPR/Cas13d via upconversion nanoparticles for deep tissue RNA engineering and orthopedic therapy.,2026,"[""Zhao J"",""Zhang J"",""Gao M"",""Miao Z"",""Zhang Y"",""Guo Y"",""Fan Z"",""Tian J"",""Yang L"",""Jiang N"",""Ma J"",""Jiao J"",""Pan J"",""Ma X.""]",10.1038/s41467-026-72181-6,42010284,,,,0,True,https://europepmc.org/article/MED/42010284,"[""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
816,1303,doi:10.1038/s41467-026-74110-z,6.0,6.0,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":81,""domain_score"":6.0}]",Passive subambient cooling and atmospheric water nexus.,2026,"[""Fang S"",""Dang S"",""Yang K"",""Zhou L"",""Ahmad S"",""Zhang Y"",""Li Q"",""Li Q"",""Chen W"",""Hazazi K"",""Qasem H"",""Wang J"",""Cao Y"",""Wu P"",""Saiari H"",""Gereige I"",""Gan Q.""]",10.1038/s41467-026-74110-z,42265109,,,,0,True,https://europepmc.org/article/MED/42265109,"[""QF-001""]","[""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
817,1303,doi:10.1038/s41556-026-01943-7,6.0,6.0,0.0,1,"[""dermatology_dataset_duplicates_labels_and_quality""]",dermatology_dataset_duplicates_labels_and_quality,"[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_candidate_count"":93,""domain_rank"":50,""domain_score"":6.0}]",Somatic mutations distinguish melanocyte subpopulations in human skin.,2026,"[""Tandukar B"",""Deivendran D"",""Chen L"",""Bahrani N"",""Baskurt D"",""Weier B"",""Sharma H"",""Cruz-Pacheco N"",""Hu M"",""Marks K"",""Zitnay RG"",""Bandari AK"",""Rentroia-Pacheco B"",""Nekoonam R"",""Bastian BC"",""Yeh I"",""Judson-Torres R"",""Shain AH.""]",10.1038/s41556-026-01943-7,42045571,,,,0,True,https://europepmc.org/article/MED/42045571,"[""QF-012""]","[""dermatology image dataset annotation noise deduplication""]",UNSCREENED_NOT_ADMITTED
818,1303,doi:10.1038/s41566-026-01891-6,6.0,6.0,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":82,""domain_score"":6.0}]",Optical convolutional spectrometer.,2026,"[""Yao C"",""Ma J"",""Wang N"",""Bao P"",""Zhuo W"",""Zhang T"",""Zhang W"",""Xu K"",""Yan T"",""Ming L"",""Ye Y"",""Hasan T"",""White I"",""Penty R"",""Cheng Q.""]",10.1038/s41566-026-01891-6,42257225,,,,0,True,https://europepmc.org/article/MED/42257225,"[""QF-004""]","[""intrinsic dimension human skin spectral reflectance""]",UNSCREENED_NOT_ADMITTED
819,1303,doi:10.1038/s41597-025-06457-9,6.0,6.0,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":65,""domain_score"":6.0}]",Skin tone and clinical dataset from a prospective trial on acute care patients.,2026,"[""Hao S"",""Matos J"",""Dempsey K"",""Alwakeel M"",""Houghtaling J"",""Hong C"",""Gichoya J"",""Kibbe W"",""Pencina M"",""Cox CE"",""Wong AI.""]",10.1038/s41597-025-06457-9,41605934,,,,0,True,https://europepmc.org/article/MED/41605934,"[""QF-009""]","[""colorimeter spectrophotometer skin tone agreement""]",UNSCREENED_NOT_ADMITTED
